iter	Logloss
0	0.551146056
1	0.4260545862
2	0.3591490679
3	0.2884410267
4	0.2317854608
5	0.1876307715
6	0.1512662042
7	0.1239960418
8	0.1072665477
9	0.08824061457
10	0.07609479219
11	0.06662367337
12	0.05636635293
13	0.05008010186
14	0.0419877902
15	0.03668158295
16	0.03253320799
17	0.02972760336
18	0.02566794984
19	0.02224530994
20	0.01919095017
21	0.01719970015
22	0.01521669235
23	0.01393648623
24	0.01262609709
25	0.01123144051
26	0.01037321308
27	0.009458746082
28	0.008737739884
29	0.00805649113
30	0.007283263236
31	0.006727464262
32	0.006138155808
33	0.005660997834
34	0.005387942394
35	0.005063557893
36	0.004775148583
37	0.004530236477
38	0.004173328709
39	0.003896970921
40	0.003668559952
41	0.003471797878
42	0.003321829984
43	0.003147142106
44	0.002997882591
45	0.002811367931
46	0.002693896624
47	0.002522363572
48	0.002394159251
49	0.002337392355
50	0.002269747017
51	0.00217946459
52	0.002094916804
53	0.002014084178
54	0.001919480528
55	0.00187751827
56	0.001800431692
57	0.001736830851
58	0.001676976485
59	0.001619410906
60	0.001567994291
61	0.001520637274
62	0.001470316651
63	0.001421988082
64	0.001369351653
65	0.001318598706
66	0.001286409339
67	0.001266154365
68	0.001231752296
69	0.001211267473
70	0.001200600526
71	0.001148726235
72	0.00110139145
73	0.001076848214
74	0.001059412462
75	0.001027801965
76	0.0009906834561
77	0.000972303173
78	0.0009472334315
79	0.0009316117958
80	0.0009316005876
81	0.0009122008061
82	0.0008906511985
83	0.0008703041598
84	0.0008544537447
85	0.000828706882
86	0.0008141767067
87	0.0008141631566
88	0.0007952307076
89	0.0007952233437
90	0.0007952233437
91	0.0007788611059
92	0.000763898216
93	0.0007483702093
94	0.0007483401266
95	0.0007317408593
96	0.0007317367974
97	0.0007317308601
98	0.0007315829252
99	0.0007315690782
100	0.0007315519453
101	0.0007315571089
102	0.0007177721175
103	0.0007177572219
104	0.0007177568427
105	0.0007177363478
106	0.0007177116721
107	0.0007177081228
108	0.0007176762043
109	0.0007176884421
110	0.0007176619268
111	0.0007000943478
112	0.0006849832474
113	0.0006849681924
114	0.000684961885
115	0.0006849643439
116	0.0006849386257
117	0.000684945122
118	0.0006849049186
119	0.0006722880106
120	0.0006722444963
121	0.0006722408106
122	0.0006722262796
123	0.0006722097231
124	0.0006722163487
125	0.0006721944259
126	0.0006721648551
127	0.0006721494396
128	0.0006721364135
129	0.0006721447845
130	0.0006721447845
131	0.0006721027495
132	0.0006720726057
133	0.0006720744984
134	0.0006720631489
135	0.0006720756416
136	0.0006720344262
137	0.0006720217967
138	0.0006720076541
139	0.0006719907434
140	0.000671961996
141	0.0006719662112
142	0.0006719391326
143	0.0006719311057
144	0.0006719314984
145	0.0006719145528
146	0.0006719200203
147	0.0006719077649
148	0.0006719016109
149	0.0006718909473
150	0.0006718627198
151	0.0006718669
152	0.0006718669
153	0.0006718669
154	0.000671840119
155	0.0006718393825
156	0.0006718277474
157	0.0006718237911
158	0.0006718122231
159	0.0006718035084
160	0.0006718009104
161	0.0006717555882
162	0.0006717445112
163	0.0006717445112
164	0.0006717479878
165	0.0006717479878
166	0.0006717553343
167	0.0006716972031
168	0.0006716869976
169	0.0006716656548
170	0.0006716656548
171	0.0006716757698
172	0.000671660497
173	0.000671660497
174	0.0006716483342
175	0.0006716501864
176	0.0006716368725
177	0.0006716238493
178	0.0006716226724
179	0.0006716010827
180	0.0006715999842
181	0.0006715845693
182	0.0006715732007
183	0.0006639546942
184	0.0006639359231
185	0.0006638185882
186	0.0006637918044
187	0.0006637853164
188	0.0006637682089
189	0.0006637660616
190	0.0006637501437
191	0.0006637337618
192	0.0006637360838
193	0.0006637364275
194	0.0006636924971
195	0.0006637040854
196	0.0006636703366
197	0.0006559954398
198	0.0006559878816
199	0.0006559791766
